reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email,customer_group,customer_section,supplier_group,supplier_section,customer_group_name,customer_section_name,supplier_group_name,supplier_section_name
№ 2350100194925000104,103938880,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""БАБАЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",53311.05,КАРПОВА ТАТЬЯНА ГЕОРГИЕВНА,3528255177.0,,,352825517700,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 2773409151926000333,109049826,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 67 ИМЕНИ Л. А. ВОРОХОБОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",90899.87,Кордонский Антон Юрьевич,8902021528.0,,,890202152809,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 3471500603025000148,107852913,Исполнение завершено,"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ТИХВИНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""",2297635.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНКЛЮЗИВНОЕ ОБОРУДОВАНИЕ"" (ООО ""ИНКЛЮЗИВНОЕ ОБОРУДОВАНИЕ"")",800003515.0,80001001.0,,0800003515,,88,Q,46,G,Социальные услуги,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 3440110690026000085,107920736,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА КОСТРОМЫ ""КОСТРОМАСТРОЙЗАКАЗЧИК""",24400.0,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ КОСТРОМСКОЙ ОБЛАСТИ ""ГОСУДАРСТВЕННАЯ ЭКСПЕРТИЗА КОСТРОМСКОЙ ОБЛАСТИ"" (ГАУ ""КОСТРОМАГОСЭКСПЕРТИЗА"")",4401074247.0,440101001.0,,4401074247,,41,F,43,F,Строительство зданий,Строительство,Специализированные строительные работы,Строительство
№ 2164402885725000066,99985090,Исполнение завершено,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АЛЬМЕТЬЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",564255.84,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТИМЕД"" (ООО ""АКТИМЕД"")",1658122916.0,165801001.0,,1658122916,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 2631907755225000396,103515962,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ  УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САМАРСКИЙ ОБЛАСТНОЙ КЛИНИЧЕСКИЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",23700.0,ЗЛОБИНА ТАТЬЯНА ВАЛЕНТИНОВНА,6671128434.0,,,667112843415,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 2056001459924000031,89974312,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""МАХАЧКАЛИНСКИЙ РОДИЛЬНЫЙ ДОМ № 2 ИМ. Р.А. КАРИМОВА""",1781250.0,ДАДИЛОВ МАГОМЕД МАГОМЕДОВИЧ,528895795.0,,,052889579541,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 3230905324126000001,108196586,Исполнение завершено,АДМИНИСТРАЦИЯ ЦЕНТРАЛЬНОГО ВНУТРИГОРОДСКОГО ОКРУГА ГОРОДА КРАСНОДАРА,40300.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АППРОМ-ХОЛДИНГ"" (ООО ""АППРОМ-ХОЛДИНГ"")",5906184557.0,590601001.0,,5906184557,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2440101477726000008,108253324,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""МОЛОДЕЖНЫЙ  ЦЕНТР ""КОСТРОМА""",56350.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДЕФ - СОДЕЙСТВИЕ"" (ООО ""ДЕФ - СОДЕЙСТВИЕ"")",5610243148.0,561401001.0,,5610243148,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 1370256104126000004,107909442,Исполнение завершено,УПРАВЛЕНИЕ МИНИСТЕРСТВА ЮСТИЦИИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО ИВАНОВСКОЙ ОБЛАСТИ,19879.62,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИГРАФПРОМ"" (ООО ""ПОЛИГРАФПРОМ"")",5258122958.0,525701001.0,,5258122958,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2772009352325001312,104809833,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",64976058.4,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")КПП крупнейшегоналогоплательщика:",274110679.0,500801001.0,,0274110679,,86,Q,21,C,Здравоохранение,Здравоохранение и социальные услуги,Производство лекарств,Обрабатывающие производства
№ 2350100194926000037,107913790,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""БАБАЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",63936.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЦЕНТР"" (ООО ""ТЕХНОЦЕНТР"")",601023179.0,60101001.0,,0601023179,,86,Q,63,J,Здравоохранение,Здравоохранение и социальные услуги,Информационные технологии,Информация и связь
№ 3616404632626000006,108793178,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ЛЕНИНСКОГО РАЙОНА ГОРОДА РОСТОВА-НА-ДОНУ""",36830.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВТ"" (ООО ""КВТ"")",3665823112.0,366501001.0,,3665823112,,80,N,46,G,Охрана и безопасность,Административная деятельность,Оптовая торговля,Торговля оптовая и розничная
№ 2575303377325000079,108571086,Исполнение завершено,АДМИНИСТРАЦИЯ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА ОРЛОВСКОЙ ОБЛАСТИ,3048.45,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР"" (ФГУП ""ФЭО"")КПП крупнейшегоналогоплательщика:",4714004270.0,770601001.0,,4714004270,,84,O,38,E,Государственное управление,Государственное управление и безопасность,Утилизация отходов,"Водоснабжение, водоотведение, утилизация отходов"
№ 2710703091725000017,109128120,Исполнение завершено,"ГОСУДАРСТВЕННОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ТУЛЬСКИЙ ТЕХНИКО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ ИМЕНИ А.Г. РОГОВА""",14867.91,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР"" (ФГУП ""ФЭО"")",4714004270.0,770601001.0,,4714004270,,85,P,38,E,Образование,Образование,Утилизация отходов,"Водоснабжение, водоотведение, утилизация отходов"
№ 3090000813026000083,109062262,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ КАРАЧАЕВСКОГО ГОРОДСКОГО ОКРУГА""",3400.0,БОТАШЕВА МАРИНА ХАНАФИЕВНА,916900634.0,,,091690063476,,84,O,IP,IP,Государственное управление,Государственное управление и безопасность,ИП / Физлицо,ИП / Физлицо
№ 2101380137726000013,108768244,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КАРЕЛИЯ ""МЕДВЕЖЬЕГОРСКОЕ ЦЕНТРАЛЬНОЕ ЛЕСНИЧЕСТВО""",203187.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕГА"" (ООО ""ВЕГА"")",7802946797.0,780201001.0,,7802946797,,02,A,46,G,Лесоводство и лесозаготовки,"Сельское хозяйство, охота, лесоводство, рыболовство",Оптовая торговля,Торговля оптовая и розничная
№ 2600000367625000311,103879148,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ЛЕКАРСТВЕННОГО И МЕДИЦИНСКОГО ОБЕСПЕЧЕНИЯ""",35999964.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЕТЕЙ"" (ООО ""ПРОМЕТЕЙ"")",4719016624.0,780601001.0,,4719016624,,21,C,46,G,Производство лекарств,Обрабатывающие производства,Оптовая торговля,Торговля оптовая и розничная
№ 1500802812726000551,108402974,Исполнение завершено,"ФИЛИАЛ ""МОСОБЛВОДХОЗ""",279900.0,ИВАХНЕНКО ИРИНА ЕВГЕНЬЕВНА,7804219703.0,,,780421970371,,36,E,IP,IP,Водоснабжение,"Водоснабжение, водоотведение, утилизация отходов",ИП / Физлицо,ИП / Физлицо
№ 3471500603026000067,108919035,Исполнение завершено,"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ТИХВИНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""",103599.98,НИКУЛИНА АНАСТАСИЯ ДМИТРИЕВНА,4715102085.0,,,471510208571,,88,Q,IP,IP,Социальные услуги,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
№ 2672700223425000254,103900465,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЯРЦЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",9218.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТРИКС"" (ООО ""МЕТРИКС"")",7728397650.0,670001001.0,,7728397650,,86,Q,46,G,Здравоохранение,Здравоохранение и социальные услуги,Оптовая торговля,Торговля оптовая и розничная
№ 1432200492026000008,108469278,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 17 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КИРОВСКОЙ ОБЛАСТИ""",440138.4,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСНОВНАЯ КОМПАНИЯ РОСТ"" (ООО ""ОК РОСТ"")",1655421812.0,165501001.0,,1655421812,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 2056001459924000045,91039820,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""МАХАЧКАЛИНСКИЙ РОДИЛЬНЫЙ ДОМ № 2 ИМ. Р.А. КАРИМОВА""",190000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИЛЕР"" (ООО ""ДИЛЕР"")",533016614.0,53301001.0,,0533016614,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 1972929316826000041,108645660,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 52581""",61359.07,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""СОВА"" (ООО""ТД""СОВА"")",7715910561.0,771501001.0,,7715910561,,84,O,46,G,Государственное управление,Государственное управление и безопасность,Оптовая торговля,Торговля оптовая и розничная
№ 3691101700024000002,91980348,Исполнение завершено,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ПОСЕЛКА ИЗОПЛИТ,3550000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ"" (ООО ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ"")",6950048763.0,695001001.0,,6950048763,,85,P,46,G,Образование,Образование,Оптовая торговля,Торговля оптовая и розничная
№ 2350100194926000032,107726461,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""БАБАЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",219200.0,БЕЛЯКОВА ТАТЬЯНА ЛЕОНИДОВНА,7720067659.0,,,772006765941,,86,Q,IP,IP,Здравоохранение,Здравоохранение и социальные услуги,ИП / Физлицо,ИП / Физлицо
