reg_number,contract_info_id,status,customer,price,supplier_name,supplier_inn,supplier_kpp,supplier_address,supplier_phone,supplier_email
№ 2772009352325001312,104809833,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",64976058.4,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФАРМСТАНДАРТ"" (АО ""ФАРМСТАНДАРТ"")КПП крупнейшегоналогоплательщика:",0274110679,500801001,,0274110679,
№ 2350100194926000037,107913790,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""БАБАЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",63936.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОЦЕНТР"" (ООО ""ТЕХНОЦЕНТР"")",0601023179,060101001,,0601023179,
№ 3616404632626000006,108793178,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ  УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ СОЦИАЛЬНОЙ ЗАЩИТЫ НАСЕЛЕНИЯ ЛЕНИНСКОГО РАЙОНА ГОРОДА РОСТОВА-НА-ДОНУ""",36830.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КВТ"" (ООО ""КВТ"")",3665823112,366501001,,3665823112,
№ 2575303377325000079,108571086,Исполнение завершено,АДМИНИСТРАЦИЯ ГУБЕРНАТОРА И ПРАВИТЕЛЬСТВА ОРЛОВСКОЙ ОБЛАСТИ,3048.45,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР"" (ФГУП ""ФЭО"")КПП крупнейшегоналогоплательщика:",4714004270,770601001,,4714004270,
№ 2710703091725000017,109128120,Исполнение завершено,"ГОСУДАРСТВЕННОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ТУЛЬСКОЙ ОБЛАСТИ ""ТУЛЬСКИЙ ТЕХНИКО-ЭКОНОМИЧЕСКИЙ КОЛЛЕДЖ ИМЕНИ А.Г. РОГОВА""",14867.91,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ФЕДЕРАЛЬНЫЙ ЭКОЛОГИЧЕСКИЙ ОПЕРАТОР"" (ФГУП ""ФЭО"")",4714004270,770601001,,4714004270,
№ 3090000813026000083,109062262,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ КАРАЧАЕВСКОГО ГОРОДСКОГО ОКРУГА""",3400.0,БОТАШЕВА МАРИНА ХАНАФИЕВНА,0916900634,,,091690063476,
№ 2101380137726000013,108768244,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КАРЕЛИЯ ""МЕДВЕЖЬЕГОРСКОЕ ЦЕНТРАЛЬНОЕ ЛЕСНИЧЕСТВО""",203187.6,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВЕГА"" (ООО ""ВЕГА"")",7802946797,780201001,,7802946797,
№ 2600000367625000311,103879148,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ЛЕКАРСТВЕННОГО И МЕДИЦИНСКОГО ОБЕСПЕЧЕНИЯ""",35999964.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОМЕТЕЙ"" (ООО ""ПРОМЕТЕЙ"")",4719016624,780601001,,4719016624,
№ 1500802812726000551,108402974,Исполнение завершено,"ФИЛИАЛ ""МОСОБЛВОДХОЗ""",279900.0,ИВАХНЕНКО ИРИНА ЕВГЕНЬЕВНА,7804219703,,,780421970371,
№ 3471500603026000067,108919035,Исполнение завершено,"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ТИХВИНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""",103599.98,НИКУЛИНА АНАСТАСИЯ ДМИТРИЕВНА,4715102085,,,471510208571,
№ 2672700223425000254,103900465,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЯРЦЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",9218.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТРИКС"" (ООО ""МЕТРИКС"")",7728397650,670001001,,7728397650,
№ 1432200492026000008,108469278,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ИСПРАВИТЕЛЬНАЯ КОЛОНИЯ № 17 УПРАВЛЕНИЯ ФЕДЕРАЛЬНОЙ СЛУЖБЫ ИСПОЛНЕНИЯ НАКАЗАНИЙ ПО КИРОВСКОЙ ОБЛАСТИ""",440138.4,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОСНОВНАЯ КОМПАНИЯ РОСТ"" (ООО ""ОК РОСТ"")",1655421812,165501001,,1655421812,
№ 2056001459924000045,91039820,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""МАХАЧКАЛИНСКИЙ РОДИЛЬНЫЙ ДОМ № 2 ИМ. Р.А. КАРИМОВА""",190000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИЛЕР"" (ООО ""ДИЛЕР"")",0533016614,053301001,,0533016614,
№ 1972929316826000041,108645660,Исполнение завершено,"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ВОЙСКОВАЯ ЧАСТЬ 52581""",61359.07,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОРГОВЫЙ ДОМ ""СОВА"" (ООО""ТД""СОВА"")",7715910561,771501001,,7715910561,
№ 3691101700024000002,91980348,Исполнение завершено,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА ПОСЕЛКА ИЗОПЛИТ,3550000.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ"" (ООО ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ"")",6950048763,695001001,,6950048763,
№ 2350100194926000032,107726461,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""БАБАЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",219200.0,БЕЛЯКОВА ТАТЬЯНА ЛЕОНИДОВНА,7720067659,,,772006765941,
№ 3471500603026000054,108469224,Исполнение завершено,"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ТИХВИНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""",87103.5,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТИХВИНСКОЕ ПРЕДПРИЯТИЕ СОДЕЙСТВИЯ ДОБРОВОЛЬНОМУ ПОЖАРНОМУ ОБЩЕСТВУ"" (ООО ""ТП ДПО"")",4715022641,471501001,,4715022641,
№ 3434528856325000143,101059614,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ БЛАГОУСТРОЙСТВА ГОРОДА КИРОВА""",120089.3,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЯСЕНЬ ПЕНЬ"" (ООО ""ЯСЕНЬ ПЕНЬ"")",4345517679,434501001,,4345517679,
№ 3672201223925000004,104084158,Исполнение завершено,МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА № 5 ИМЕНИ ГЕРОЯ РОССИЙСКОЙ ФЕДЕРАЦИИ М.Г. ЕФРЕМОВА Г. ВЯЗЬМЫ СМОЛЕНСКОЙ ОБЛАСТИ,16206.81,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦАВТОХОЗЯЙСТВО"" (АО ""СПЕЦАТХ"")",6731069440,673101001,,6731069440,
№ 3501102549325000090,103549656,Исполнение завершено,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЕГОРЬЕВСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА""",2031463.37,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРПРОГРЕСС-ЕГОРЬЕВСК"" (ООО ""ДОРПРОГРЕСС-ЕГОРЬЕВСК"")",5011036150,501101001,,5011036150,
№ 2350100194926000038,107955108,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""БАБАЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",22196.26,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ-М"" (ООО ""ГАРАНТ-М"")",7716644263,503801001,,7716644263,
№ 2771808494823000347,83461714,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ПСИХИАТРИЧЕСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 4 ИМ. П.Б. ГАННУШКИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",151997.13,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕДОБОРУДОВАНИЕ"" (ООО ""МЕДОБОРУДОВАНИЕ"")",7726740400,772601001,,7726740400,
№ 3526011067823000006,106592615,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДВОРЕЦ ДЕТСКОГО (ЮНОШЕСКОГО) ТВОРЧЕСТВА ИМ. В.П.ЧКАЛОВА""",6794510.79,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННЫЙ КОММУНАЛЬНЫЙ ОПЕРАТОР"" (АО ""ОКО"")КПП крупнейшегоналогоплательщика:",5257087027,525701001,,5257087027,
№ 2780113611925000054,106488642,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 38 КОМБИНИРОВАННОГО ВИДА ВАСИЛЕОСТРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,4782.84,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БМГ-СЕРВИС"" (ООО ""БМГ-СЕРВИС"")",7801603050,780101001,,7801603050,
№ 2164402885725000105,102963812,Исполнение завершено,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""АЛЬМЕТЬЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",1236330.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕАЛ-ПРОДУКТ"" (ООО ""РЕАЛ-ПРОДУКТ"")",0274152622,027401001,,0274152622,
№ 2631819736725003440,102229621,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ САМАРСКОЙ ОБЛАСТИ ""САМАРАФАРМАЦИЯ""",31780.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПУЛЬС САМАРА"" (ООО ""ПУЛЬС САМАРА"")",5611053132,631101001,,5611053132,
№ 0346300001814000128,109218329,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЛИПЕЦКИЙ ОБЛАСТНОЙ ПЕРИНАТАЛЬНЫЙ ЦЕНТР""",99425.7,"Общество с ограниченной ответственностью ""САМЕД+""",4825019031,482501001,,4825019031,
№ 3090100224326000025,108981184,Исполнение завершено,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАРАЧАЕВО-ЧЕРКЕССКИЙ МНОГОПРОФИЛЬНЫЙ МЕДИЦИНСКИЙ ЦЕНТР""",143686.8,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОМПАНИЯ ""Н.В.П"" (ООО ""КОМПАНИЯ ""Н.В.П"")",6663071261,668601001,,6663071261,
№ 2780514534726000009,108751960,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 61 КОМБИНИРОВАННОГО ВИДА КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,5256.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЦИФРОВЫЕ ТЕХНОЛОГИИ"" (ООО ""ЦИФРОВЫЕ ТЕХНОЛОГИИ"")",7842176640,784201001,,7842176640,
№ 2500100753726000211,108876562,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",970000.0,КАЧНОВ АЛЕКСЕЙ АНДРЕЕВИЧ,7814252596,,,781425259650,
№ 2782542586424000022,93406412,Исполнение завершено,ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ШКОЛА № 18 ЦЕНТРАЛЬНОГО РАЙОНА САНКТ-ПЕТЕРБУРГА,16852.14,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОГНЕЗАЩИТА"" (ООО ""ОГНЕЗАЩИТА"")",7811355984,781101001,,7811355984,
№ 3090100224325000122,108980317,Исполнение завершено,"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""КАРАЧАЕВО-ЧЕРКЕССКИЙ МНОГОПРОФИЛЬНЫЙ МЕДИЦИНСКИЙ ЦЕНТР""",612999.99,КОНОНОВА НАТАЛЬЯ АЛЕКСАНДРОВНА,2901219398,,,290121939800,
№ 2773423201526000005,108205944,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ ""ШКОЛА № 705""",7166.5,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"" (АО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"")",7715995942,770701001,,7715995942,
№ 2500100753726000197,108711910,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",1132300.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАППА БИО"" (ООО ""КАППА БИО"")",9728042034,772801001,,9728042034,
№ 2600000367626000024,107286102,Исполнение завершено,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ЛЕКАРСТВЕННОГО И МЕДИЦИНСКОГО ОБЕСПЕЧЕНИЯ""",6670263.67,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""Р-ФАРМ"" (АО ""Р-ФАРМ"")КПП крупнейшегоналогоплательщика:",7726311464,773401001,,7726311464,
№ 2500100753726000199,108732049,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",1424150.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАППА БИО"" (ООО ""КАППА БИО"")",9728042034,772801001,,9728042034,
№ 2500100753726000190,108688188,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ ОНКОЛОГИЧЕСКИЙ ДИСПАНСЕР""",3427128.42,КАЧНОВ АЛЕКСЕЙ АНДРЕЕВИЧ,7814252596,,,781425259650,
№ 3101800274825000003,109231685,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ЛОУХСКАЯ СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА""",721737.74,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЭНЕРГОСБЫТ"" (ООО ""РУСЭНЕРГОСБЫТ"")",7706284124,770401001,,7706284124,
№ 2770206615725000652,105787848,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""МОСКОВСКИЙ ОБЛАСТНОЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ КЛИНИЧЕСКИЙ ИНСТИТУТ ИМ. М.Ф.ВЛАДИМИРСКОГО""",55100596.84,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ССК ""ГЛОБИНСТРОЙ"" (ООО ССК ""ГЛОБИНСТРОЙ"")",9721115893,772101001,,9721115893,
№ 2350100194926000040,108111169,Исполнение завершено,"БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ВОЛОГОДСКОЙ ОБЛАСТИ ""БАБАЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",85000.0,,,,,,
№ 2672200047326000003,108766485,Исполнение завершено,"СМОЛЕНСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ВЯЗЕМСКИЙ ДОМ-ИНТЕРНАТ ДЛЯ ПРЕСТАРЕЛЫХ И ИНВАЛИДОВ""",226028.03,ЛАЗАРЕВА ЮЛИЯ НИКОЛАЕВНА,5020103149,,,502010314980,
№ 3463002813026000003,108390444,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ № 3""",1185406.64,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"" (АО ""ИЗДАТЕЛЬСТВО ""ПРОСВЕЩЕНИЕ"")",7715995942,770701001,,7715995942,
№ 0346300001814000127,109219286,Исполнение завершено,"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЛИПЕЦКИЙ ОБЛАСТНОЙ ПЕРИНАТАЛЬНЫЙ ЦЕНТР""",37160.0,"Общество с ограниченной ответственностью ""САМЕД+""",4825019031,482501001,,4825019031,
№ 3510174019126000026,109081598,Исполнение завершено,"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ И МУНИЦИПАЛЬНЫХ УЧРЕЖДЕНИЙ ГОРОДА АПАТИТЫ""",30800.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СПЕЦМАШ МСК"" (ООО ""СПЕЦМАШ МСК"")",5027255534,502701001,,5027255534,
№ 2773409151926000332,109049870,Исполнение завершено,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 67 ИМЕНИ Л. А. ВОРОХОБОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",90899.87,Гринь Андрей Анатольевич,7734052302,,,773405230202,
№ 2672700223425000255,103900464,Исполнение завершено,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ЯРЦЕВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""",14760.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТРИКС"" (ООО ""МЕТРИКС"")",7728397650,670001001,,7728397650,
